Id,Lista_Heroes
T 422,ANALYZER :  TAGAR :  ZON :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  NOBILUS :  SAPRISTI  JERRY :  ENCHANTRESS/AMORA/HE :  HIGH EVOLUTIONARY/HE :  STELLARIS/LEAH PRINC :  JUVAN :  HERCULES [GREEK GOD]
BG 3,WARHAWK II :  BLACK GOLIATH/DR. WI :  IRON MAN/TONY STARK :  ATOM-SMASHER/
CA 321,CAPTAIN AMERICA :  USAGENT/CAPTAIN JOHN :  RIDDLEY  HIRAM RAM :  FLAG-SMASHER
DOOM2 2,BYRRAH | HEROES REBO :  LANCER/SAMANTHA DUNB :  BREEGAN :  DR. DOOM/VICTOR VON :  TUVO :  AL-KHALAD
BG 2,WARHAWK II :  BLACK GOLIATH/DR. WI :  BELL  HERBERT :  KRUMA  TALIA :  WEST  DALE :  ATOM-SMASHER/
T 421,QUASAR III/WENDELL V :  CAPTAIN AMERICA :  SHE-HULK/JENNIFER WA :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  SERSI/SYLVIA :  THUNDERSTRIKE/ERIC K :  JOYCE  SAMANTHA :  STELLARIS/LEAH PRINC :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
DOOM2 1,LANCER/SAMANTHA DUNB :  BREEGAN :  DR. DOOM/VICTOR VON :  TUVO :  AL-KHALAD
BG 1,WASP/JANET VAN DYNE :  BLACK GOLIATH/DR. WI :  ANT-MAN/DR. HENRY J. :  ATOM-SMASHER/
T 420,QUASAR III/WENDELL V :  CAPTAIN AMERICA :  TAGAR :  SHE-HULK/JENNIFER WA :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  THOR REPLICOID :  SERSI/SYLVIA :  CARTER  PEGGY :  JOYCE  SAMANTHA :  HIGH EVOLUTIONARY/HE :  STELLARIS/LEAH PRINC :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
GR2 9,GHOST RIDER II/JOHNN :  BLAZE  ROXANNE SIMPS :  SATAN/MARDU KURIOS
DOOM2 3,BYRRAH | HEROES REBO :  LANCER/SAMANTHA DUNB :  BREEGAN :  DR. DOOM/VICTOR VON
CA 329,CAPTAIN AMERICA :  JACKSON  CURTISS :  MALUS  DR. KARL :  DEMOLITION MAN/DENNI :  CAPTAIN MARVEL II/MO
IM2 11,SHE-HULK/JENNIFER WA :  DR. DOOM/VICTOR VON :  IRON MAN/TONY STARK :  MR. FANTASTIC/REED R :  HULK III/BRUCE BANNE
IM2 12,BLACK BOLT/BLACKANTO :  CAPTAIN AMERICA :  THING/BENJAMIN J. GR :  WASP/JANET VAN DYNE :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  SUB-MARINER/NAMOR MA :  VISION :  DR. DOOM/VICTOR VON :  THOR/DR. DONALD BLAK :  SCARLET WITCH/WANDA :  ANT-MAN/DR. HENRY J. :  IRON MAN/TONY STARK :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R :  HULK III/BRUCE BANNE :  HAWK
H 16/2,MASON  LOUISE :  SHE-HULK/JENNIFER WA
H 16/3,DOC SAMSON/DR. LEONA
IM2 10,SHE-HULK/JENNIFER WA :  DR. DOOM/VICTOR VON :  IRON MAN/TONY STARK :  HULK III/BRUCE BANNE
CA 320,COBRA/KLAUS VORHEES :  CAPTAIN AMERICA :  DIAMONDBACK II/RACHE :  SCOURGE :  DOMINO II :  WATER WIZARD/PETE
CA 317,KNICK KNACK :  FALCON/SAM WILSON :  CROSSFIRE :  CAPTAIN AMERICA :  MOCKINGBIRD/DR. BARB :  ROSENTHAL  BERNIE :  BOMBSHELL/ :  FARREL  MIKE :  RINGLEADER :  TENPIN/ALVIN HEALEY :  HAWK :  ODDBALL/ELTON HEALEY
T 418,THUNDERBALL/DR. ELIO :  ULIK :  WRECKER III/DIRK GAR :  THOR/DR. DONALD BLAK :  THOR REPLICOID :  THUNDERSTRIKE/ERIC K :  JOYCE  SAMANTHA :  MASTERSON  KEVIN :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  HERCULES [GREEK GOD]
CA 316,CAPTAIN AMERICA :  MOCKINGBIRD/DR. BARB :  ROSENTHAL  BERNIE :  ARMADILLO/ANTONIO RO :  FARREL  MIKE :  HAWK
T 417,SIF :  TAGAR :  HEIMDALL [ASGARDIAN] :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  VIZIER :  THUNDERSTRIKE/ERIC K :  HIGH EVOLUTIONARY/HE :  MASTERSON  KEVIN :  MARRERO  ED :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
CA 315,ANACONDA/BLANCHE SIT :  SIDEWINDER/SETH VOEL :  COBRA/KLAUS VORHEES :  CAPTAIN AMERICA :  PRINCESS PYTHON/ZELD :  DIAMONDBACK II/RACHE :  BLACK MAMBA/TANYA SE :  ROSENTHAL  BERNIE :  ASP II/CLEO :  COTTONMOUTH II :  RATTLER :  PORCUPINE/ALEX GENTR :  DEATH ADDER :  BUSHMASTER II/QUINCY :  MODOK/GEORGE TARLETO
T 416,BLOODAXE/JACKIE LUKU :  THOR/DR. DONALD BLAK :  JAMESLEY  ALOYSIUS R :  AUSTIN  SUSAN :  STONE  LT. MARCUS :  THOR REPLICOID :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
CA 314,CAPTAIN AMERICA :  BLACK KNIGHT V/DANE :  WASP/JANET VAN DYNE :  ROSENTHAL  BERNIE :  NIGHTHAWK/KYLE RICHM :  JARVIS  EDWIN :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R :  CAPTAIN MARVEL II/MO :  HERCULES [GREEK GOD]
T 415,THOR/DR. DONALD BLAK :  THUNDERSTRIKE/ERIC K :  ODIN [ASGARDIAN]
CA 313,ANACONDA/BLANCHE SIT :  SIDEWINDER/SETH VOEL :  COBRA/KLAUS VORHEES :  CAPTAIN AMERICA :  PRINCESS PYTHON/ZELD :  DIAMONDBACK II/RACHE :  BLACK MAMBA/TANYA SE :  ROSENTHAL  BERNIE :  ASP II/CLEO :  COTTONMOUTH II :  RATTLER :  RIDDLEY  HIRAM RAM :  DEATH ADDER :  BUSHMASTER II/QUINCY :  MODOK/GEORGE TARLETO
T 414,ULIK :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  THUNDERSTRIKE/ERIC K :  JOYCE  SAMANTHA :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
T 413,DR. STRANGE/STEPHEN :  BLOODAXE/JACKIE LUKU :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  LOKI [ASGARDIAN] :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  HERCULES [GREEK GOD] :  WONG
CA 312,CAPTAIN AMERICA :  DIAMONDBACK II/RACHE :  ROSENTHAL  BERNIE :  FLAG-SMASHER :  BUSHMASTER II/QUINCY
CA 311,ANACONDA/BLANCHE SIT :  SIDEWINDER/SETH VOEL :  COBRA/KLAUS VORHEES :  CAPTAIN AMERICA :  PRINCESS PYTHON/ZELD :  DIAMONDBACK II/RACHE :  BLACK MAMBA/TANYA SE :  SCOURGE :  ROSENTHAL  BERNIE :  ASP II/CLEO :  COTTONMOUTH II :  RATTLER :  KINGPIN/WILSON FISK :  DEATH ADDER :  CONSTRICTOR/FRANK PA :  BUSHMASTER II/QUINCY
T 412,SPEEDBALL/ROBBIE BAL :  NAMORITA/NITA PRENTI :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  JUGGERNAUT/CAIN MARK :  AUSTIN  SUSAN :  LOKI [ASGARDIAN] :  THUNDERSTRIKE/ERIC K :  NIGHT THRASHER/DUANE :  MASTERSON  KEVIN :  NOVA/RICHARD RIDER :  JUSTICE II/VANCE AST :  FIRESTAR/ANGELICA JO :  HERCULES [GREEK GOD]
CA 310,ANACONDA/BLANCHE SIT :  SIDEWINDER/SETH VOEL :  COBRA/KLAUS VORHEES :  CAPTAIN AMERICA :  PRINCESS PYTHON/ZELD :  STARFOX/EROS :  DIAMONDBACK II/RACHE :  BLACK KNIGHT V/DANE :  BLACK MAMBA/TANYA SE :  ROSENTHAL  BERNIE :  ASP II/CLEO :  COTTONMOUTH II :  RATTLER :  JARVIS  EDWIN :  DEATH ADDER :  CONSTRICTOR/FRANK PA :  BUSHMASTER II/QUINCY
T 411,SPEEDBALL/ROBBIE BAL :  NAMORITA/NITA PRENTI :  CHORD  ANDREW :  THOR/DR. DONALD BLAK :  JUGGERNAUT/CAIN MARK :  AUSTIN  SUSAN :  LOKI [ASGARDIAN] :  THUNDERSTRIKE/ERIC K :  NIGHT THRASHER/DUANE :  TAI II :  MASTERSON  KEVIN :  NOVA/RICHARD RIDER :  JUSTICE II/VANCE AST :  FIRESTAR/ANGELICA JO :  HERCULES [GREEK GOD]
T 410,KRISTOFF/KRISTOFF VE :  SHE-HULK/JENNIFER WA :  DR. DOOM/VICTOR VON :  THOR/DR. DONALD BLAK :  LOKI [ASGARDIAN] :  THUNDERSTRIKE/ERIC K :  HERCULES [GREEK GOD]
SSM&CB 236/2,CAPTAIN BRITAIN/BRIA
CA 319,FOOLKILLER II/GREG S :  CLOWN/CRAFTY ELIOT F :  ANACONDA/BLANCHE SIT :  CYCLONE :  SIDEWINDER/SETH VOEL :  COBRA/KLAUS VORHEES :  BIRD MAN III/ :  CAPTAIN AMERICA :  HELLRAZOR :  DIAMONDBACK II/RACHE :  FIREBRAND/GARY GILBE :  SHELLSHOCK/ :  BLACK MAMBA/TANYA SE :  RINGER/ANTHONY TONY :  VAMP :  SCOURGE :  LETHA :  MIRAGE :  ASP II/CLEO :  CENTURY  TURNER D. :  RAPIER :  COTTONMOUTH II :  WHIPLASH/MARK SCARLO :  RATTLER :  EL JAGUAR :  KRAKEN :  TRAPSTER/PETER PETRU :  STEEPLEJACK II/MAXWE :  CHEETAH :  DEATH ADDER :  MINDWAVE :  RINGMASTER/MAYNARD T :  BUSHMASTER II/QUINCY :  GRAPPLER :  HIJACKER
CA 318,CAPTAIN AMERICA :  PRINCESS PYTHON/ZELD :  FIREBRAND/GARY GILBE :  BLUE STREAK/ :  WASP/JANET VAN DYNE :  SCOURGE :  SUB-MARINER/NAMOR MA :  JARVIS  EDWIN :  DEATH ADDER :  HERCULES [GREEK GOD]
T 419,ANALYZER :  TAGAR :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  SAPRISTI  JERRY :  THOR REPLICOID :  THUNDERSTRIKE/ERIC K :  HIGH EVOLUTIONARY/HE :  STELLARIS/LEAH PRINC :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
CA 306,CAPTAIN BRITAIN/BRIA :  CAPTAIN AMERICA :  NOMAD III/JACK MONRO :  ROTH  ARNIE :  ROSENTHAL  BERNIE :  MODRED THE MYSTIC
CA 305,CAPTAIN BRITAIN/BRIA :  CAPTAIN AMERICA :  NOMAD III/JACK MONRO :  ROSENTHAL  BERNIE :  MODRED THE MYSTIC
T 449,JACKSON  ANDREW JOCK :  ULIK :  MAJOWSKI  SAM MOTHER :  BLOODAXE/JACKIE LUKU :  RUIZ  RIGGER :  HEIMDALL [ASGARDIAN] :  UROC :  AUSTIN  SUSAN :  STONE  LT. MARCUS :  LOKI [ASGARDIAN] :  SAPRISTI  JERRY :  ENCHANTRESS/AMORA/HE :  VIZIER :  SKOLL :  THUNDERSTRIKE/ERIC K :  KARNILLA [ASGARDIAN] :  RASSITANO  MAD DOG
CA 304,CAPTAIN AMERICA :  NOMAD III/JACK MONRO :  MACLAIN  DR. MYRON :  FURY  COL. NICHOLAS :  STANE  OBADIAH
T 448,ABSORBING MAN/CARL C :  MAJOWSKI  SAM MOTHER :  RUIZ  RIGGER :  FIELSTEIN  FIREWORKS :  TITANIA II/MARY SKEE :  UROC :  AUSTIN  SUSAN :  PARETSKY  DR. GARY :  STONE  LT. MARCUS :  LOKI [ASGARDIAN] :  SKOLL :  THUNDERSTRIKE/ERIC K :  SPIDER-MAN/PETER PARKER :  MARRERO  ED :  KARNILLA [ASGARDIAN] :  RASSITANO  MAD DOG
CA 303,CAPTAIN AMERICA :  BATROC/GEORGES BATRO :  NOMAD III/JACK MONRO :  MACLAIN  DR. MYRON :  ROSENTHAL  BERNIE :  MACHETE/FERDINAND LO :  ZARAN/MAXIMILLIAN ZA :  STANE  OBADIAH
T 447,VOLSTAGG :  CAPTAIN AMERICA :  ABSORBING MAN/CARL C :  BLACK KNIGHT V/DANE :  RUIZ  RIGGER :  HEIMDALL [ASGARDIAN] :  TITANIA II/MARY SKEE :  UROC :  STONE  LT. MARCUS :  LOKI [ASGARDIAN] :  HOGUN [ASGARDIAN] :  JARVIS  EDWIN :  VIZIER :  THUNDERSTRIKE/ERIC K :  SPIDER-MAN/PETER PARKER
CA 302,CAPTAIN AMERICA :  BATROC/GEORGES BATRO :  NOMAD III/JACK MONRO :  ROSENTHAL  BERNIE :  MACHETE/FERDINAND LO :  ZARAN/MAXIMILLIAN ZA
CA 301,FALCON/SAM WILSON :  SISTER DEATH :  CAPTAIN AMERICA :  STARFOX/EROS :  NOMAD III/JACK MONRO :  WASP/JANET VAN DYNE :  ROTH  ARNIE :  ROSENTHAL  BERNIE :  VISION :  SISTER PLEASURE/SCAR :  SISTER DREAM :  RED SKULL/JOHANN SCH :  SCARLET WITCH/WANDA :  MOTHER SUPERIOR :  ANT-MAN/DR. HENRY J. :  JARVIS  EDWIN :  CAPTAIN MARVEL II/MO :  HAWK :  HERCULES [GREEK GOD] :  SISTER AGONY
T 446,SHATTERAX :  HUSSAR :  STARFOX/EROS :  WONDER MAN/SIMON WIL :  LIVING LIGHTNING/MIG :  VISION :  ULTIMUS :  SCARLET WITCH/WANDA :  EARTHQUAKE :  SMASHER IV :  RONAN THE ACCUSER [K :  TITAN :  THUNDERSTRIKE/ERIC K :  SUPREMOR :  LILANDRA NERAMANI [S :  CAPTAIN MARVEL II/MO :  ARAKI II :  KORATH THE PURSUER :  ASTRA :  HARDBALL
CA 300,FALCON/SAM WILSON :  CAPTAIN AMERICA :  NOMAD III/JACK MONRO :  ROTH  ARNIE :  ROSENTHAL  BERNIE :  RED SKULL/JOHANN SCH :  BLACK CROW/JESSE BLA
T 445,STARFOX/EROS :  WONDER MAN/SIMON WIL :  LIVING LIGHTNING/MIG :  VISION :  SCARLET WITCH/WANDA :  THUNDERSTRIKE/ERIC K :  CAPTAIN MARVEL II/MO :  GLADIATOR II
T 444,CAPTAIN AMERICA :  BLOODAXE/JACKIE LUKU :  STEELE  MARCY MASTER :  JAMESLEY  ALOYSIUS R :  AUSTIN  SUSAN :  STEELE  BOBBY :  PARETSKY  DR. GARY :  SAPRISTI  JERRY :  THUNDERSTRIKE/ERIC K :  JOYCE  SAMANTHA :  MASTERSON  KEVIN :  MARRERO  ED :  HERCULES [GREEK GOD]
T 443,DR. STRANGE/STEPHEN :  SILVER SURFER/NORRIN :  AUSTIN  SUSAN :  THUNDERSTRIKE/ERIC K :  MEPHISTO :  WONG
T 442,PARETSKY  DR. GARY :  SAPRISTI  JERRY :  ENCHANTRESS/AMORA/HE :  THUNDERSTRIKE/ERIC K
T 441,SERVITOR :  ZARRKO  ARTHUR :  THOR IV/DARGO :  BETA RAY BILL :  PARETSKY  DR. GARY :  LOKI [ASGARDIAN] :  THUNDERSTRIKE/ERIC K
T 440,SERVITOR :  ZARRKO  ARTHUR :  COBRA/KLAUS VORHEES :  THOR IV/DARGO :  BETA RAY BILL :  SHATTERFIST/ :  STEELE  MARCY MASTER :  GREY GARGOYLE/PAUL P :  UROC :  AUSTIN  SUSAN :  STEELE  BOBBY :  PARETSKY  DR. GARY :  LOKI [ASGARDIAN] :  SAPRISTI  JERRY :  TYRUS :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  EXECUTIONER II/SKURG :  4-D MAN/MERCURIO :  DEMONSTAFF
CA 309,ANACONDA/BLANCHE SIT :  FALCON/SAM WILSON :  SIDEWINDER/SETH VOEL :  COBRA/KLAUS VORHEES :  CAPTAIN AMERICA :  MADCAP :  PRINCESS PYTHON/ZELD :  NOMAD III/JACK MONRO :  ROSENTHAL  BERNIE :  FURY  COL. NICHOLAS :  JARVIS  EDWIN :  DEATH ADDER :  CONSTRICTOR/FRANK PA
CA 308,ANACONDA/BLANCHE SIT :  SIDEWINDER/SETH VOEL :  CAPTAIN AMERICA :  BLACK MAMBA/TANYA SE :  MOCKINGBIRD/DR. BARB :  ROSENTHAL  BERNIE :  MALUS  DR. KARL :  ARMADILLO/ANTONIO RO :  BEYONDER :  DEATH ADDER :  HAWK
CA 307,CAPTAIN BRITAIN/BRIA :  ANACONDA/BLANCHE SIT :  CAPTAIN AMERICA :  MADCAP :  NOMAD III/JACK MONRO :  BLACK MAMBA/TANYA SE :  ROSENTHAL  BERNIE :  DEATH ADDER
M/TU2 9,VASHTI :  KEERG :  CAPTAIN AMERICA :  THING/BENJAMIN J. GR :  NAMORITA/NITA PRENTI :  SUB-MARINER/NAMOR MA :  TILTON  ROLAND R.
M/TU2 3,AUTHORITY/ :  SPIDER-MAN/PETER PARKER :  SANDMAN/WILLIAM BAKE :  FLAG-SMASHER :  SILVER SABLE :  HERCULES [GREEK GOD]
M/TU2 4,AUTHORITY/ :  MAN-THING/THEODORE T :  SPIDER-MAN/PETER PARKER :  SANDMAN/WILLIAM BAKE
M/TU2 1,CHAMBER/JONOTHON STA :  AUTHORITY/ :  MAJOR LOVE :  SYNCH/EVERETT THOMAS :  WATSON-PARKER  MARY :  JAMESON  J. JONAH :  SKIN/ANGELO ESPINOSA :  SPIDER-MAN/PETER PARKER :  HUSK/PAIGE GUTHRIE :  ROBERTSON  JOE
M/TU2 2,MINOTAUR III :  AUTHORITY/ :  DR. ZEUS :  CERBERUS II :  JAMESON  J. JONAH :  MEDUSA II :  HARPY II :  SPIDER-MAN/PETER PARKER :  SPHINX III :  HERCULES [GREEK GOD]
M/TU2 7,LOPEZ  ANTONIO :  LOPEZ  MARIA :  LOPEZ  JOSE :  GANNON  SGT. FRANK :  BLADE/ :  WATSON-PARKER  MARY :  DRACULA/VLAD TEPES :  SAGE  HENRY :  SPIDER-MAN/PETER PARKER :  LOPEZ  SALMA
M/TU2 8,DR. STRANGE/STEPHEN :  VASHTI :  KEERG :  NAMORITA/NITA PRENTI :  SUB-MARINER/NAMOR MA :  WONG
M/TU2 5,AUTHORITY/ :  UATU :  SPIDER-MAN/PETER PARKER
M/TU2 6,THUNDERBALL/DR. ELIO :  WRECKER III/DIRK GAR :  SUB-MARINER/NAMOR MA :  WATSON-PARKER  MARY :  JAMESON  J. JONAH :  SPIDER-MAN/PETER PARKER :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  ROBERTSON  JOE
T 439,SERVITOR :  ZARRKO  ARTHUR :  THOR IV/DARGO :  BETA RAY BILL :  STEELE  MARCY MASTER :  STEELE  BOBBY :  THUNDERSTRIKE/ERIC K :  STELLARIS/LEAH PRINC :  MASTERSON  KEVIN
T 438,SERVITOR :  ZARRKO  ARTHUR :  THOR IV/DARGO :  SALLA :  STEELE  MARCY MASTER :  AUSTIN  SUSAN :  STEELE  BOBBY :  PARETSKY  DR. GARY :  THUNDERSTRIKE/ERIC K :  STELLARIS/LEAH PRINC :  MASTERSON  KEVIN
T 437,QUASAR III/WENDELL V :  BLOODAXE/JACKIE LUKU :  AUSTIN  SUSAN :  STEELE  BOBBY :  PARETSKY  DR. GARY :  ENCHANTRESS/AMORA/HE :  SERSI/SYLVIA :  THUNDERSTRIKE/ERIC K :  HERCULES [GREEK GOD]
T 436,CAPTAIN AMERICA :  ABSORBING MAN/CARL C :  BLOODAXE/JACKIE LUKU :  TITANIA II/MARY SKEE :  STEELE  BOBBY :  KOSINSKI  HARLEY :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
TOS 87/2,CAPTAIN AMERICA :  JARVIS  EDWIN
T 435,SIF :  ANNIHILUS :  BLOODAXE/JACKIE LUKU :  HEIMDALL [ASGARDIAN] :  AUSTIN  SUSAN :  STEELE  BOBBY :  KOSINSKI  HARLEY :  PARETSKY  DR. GARY :  LOKI [ASGARDIAN] :  SAPRISTI  JERRY :  BALDER [ASGARDIAN] :  ENCHANTRESS/AMORA/HE :  THUNDERSTRIKE/ERIC K
T 434,SIF :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  CAPTAIN AMERICA :  ANNIHILUS :  HEIMDALL [ASGARDIAN] :  CLARISSA :  THOR/DR. DONALD BLAK :  LOKI [ASGARDIAN] :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  VIZIER :  THUNDERSTRIKE/ERIC K
T 433,JACKSON  ANDREW JOCK :  ULIK :  CAPTAIN AMERICA :  RUIZ  RIGGER :  FIELSTEIN  FIREWORKS :  AUSTIN  SUSAN :  STONE  LT. MARCUS :  SAPRISTI  JERRY :  ENCHANTRESS/AMORA/HE :  THUNDERSTRIKE/ERIC K :  CARTER  PEGGY :  RASSITANO  MAD DOG
T 432,JACKSON  ANDREW JOCK :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  MAJOWSKI  SAM MOTHER :  BLOODAXE/JACKIE LUKU :  RUIZ  RIGGER :  HEIMDALL [ASGARDIAN] :  STEELE  MARCY MASTER :  FIELSTEIN  FIREWORKS :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  STONE  LT. MARCUS :  LOKI [ASGARDIAN] :  HOGUN [ASGARDIAN] :  ENCHANTRESS/AMORA/HE :  VIZIER :  CONKLIN  CAPT. :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  ODIN [ASGARDIAN] :  RASSITANO  MAD DOG :  MEPHISTO
T 431,ULIK :  BLOODAXE/JACKIE LUKU :  WRECKER III/DIRK GAR :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  LOKI [ASGARDIAN] :  ENCHANTRESS/AMORA/HE :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  MARRERO  ED
T 430,GHOST RIDER III/DAN :  THUNDERBALL/DR. ELIO :  ULIK :  WRECKER III/DIRK GAR :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  LOKI [ASGARDIAN] :  SAPRISTI  JERRY :  ENCHANTRESS/AMORA/HE :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  BULLDOZER/HENRY CAMP :  PILEDRIVER II/BRIAN :  MEPHISTO
CX 29/2,RASPUTINA  ALEXANDRA :  RASPUTIN  NIKOLAI :  COLOSSUS II/PETER RA :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT
TOTZ 10,BROTHER VOODOO/DANIE :  DRUMM  JERICHO
CB2 11,CAPTAIN BRITAIN/BRIA
CB2 10,CAPTAIN BRITAIN/BRIA
CB2 13,CAPTAIN BRITAIN/BRIA
CB2 12,CAPTAIN BRITAIN/BRIA
HC 14/2,CAPTAIN BRITAIN/BRIA
TOS 61/2,CAPTAIN AMERICA
KZ2 7,ZABU :  KA-ZAR/KEVIN PLUNDER
KZ2 8,ZABU :  KA-ZAR/KEVIN PLUNDER
KZ2 5,EL TIGRE :  MOCKINGBIRD/DR. BARB :  ZABU :  KA-ZAR/KEVIN PLUNDER
KZ2 6,ZABU :  KA-ZAR/KEVIN PLUNDER
KZ2 9,ZABU :  KA-ZAR/KEVIN PLUNDER
KZ2 3,EL TIGRE :  MOCKINGBIRD/DR. BARB :  ZABU :  KA-ZAR/KEVIN PLUNDER
CB2 14,CAPTAIN BRITAIN/BRIA :  ROMA
KZ2 4,EL TIGRE :  MOCKINGBIRD/DR. BARB :  FURY  COL. NICHOLAS :  ZABU :  KA-ZAR/KEVIN PLUNDER
KZ2 1,ZABU :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
T 129/2,FANDRAL [ASGARDIAN] :  VOLSTAGG :  THOR/DR. DONALD BLAK :  LOKI [ASGARDIAN] :  HOGUN [ASGARDIAN] :  HAROKIN [ASGARDIAN]
KZ2 2,ZABU :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
T 407,ANALYZER :  THOR/DR. DONALD BLAK :  THUNDERSTRIKE/ERIC K :  HIGH EVOLUTIONARY/HE :  HERCULES [GREEK GOD]
M/CP 71/2,WILSON  DUBOSE :  HELLER  ERIC :  MCHELE  JEREMY :  SHANNA/SHANNA O'HARA
M/CP 71/3,DAREDEVIL/MATT MURDO :  PINKWATER  ELLA
T 406,TAGAR :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  MONGOOSE :  HERCULES [GREEK GOD]
T 405,SIF :  ANNIHILUS :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  STEELE  MARCY MASTER :  THOR/DR. DONALD BLAK :  AUSTIN  SUSAN :  MS. MARVEL II/SHARON :  BALDER [ASGARDIAN] :  INVISIBLE WOMAN/SUE :  VIZIER :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  MONGOOSE :  MR. FANTASTIC/REED R :  ODIN [ASGARDIAN]
T 404,FANDRAL [ASGARDIAN] :  VOLSTAGG :  ANNIHILUS :  THOR/DR. DONALD BLAK :  SAPRISTI  JERRY :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  VIZIER :  ODIN [ASGARDIAN]
T 403,QUICKSAND :  THOR/DR. DONALD BLAK :  SAPRISTI  JERRY :  ENCHANTRESS/AMORA/HE :  VIZIER :  MONGOOSE :  EXECUTIONER III/BRUT :  ODIN [ASGARDIAN]
BIZADV 31/3,HANGMAN
T 402,QUICKSAND :  FORGOTTEN ONE/GILGAM :  CAPTAIN AMERICA :  LORELEI II/MELODI [A :  HELA [ASGARDIAN] :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  SAPRISTI  JERRY :  BALDER [ASGARDIAN] :  ENCHANTRESS/AMORA/HE :  INVISIBLE WOMAN/SUE :  VIZIER :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  EXECUTIONER II/SKURG :  MONGOOSE :  MR. FANTASTIC/REED R :  EXECUTIONER III/BRUT :  ODIN [ASGARDIAN]
T 400,HORUS [EGYPTIAN GOD] :  SIF :  FANDRAL [ASGARDIAN] :  TYR :  SURTUR :  VOLSTAGG :  LORELEI II/MELODI [A :  BLACK KNIGHT V/DANE :  HEIMDALL [ASGARDIAN] :  LEIR :  TRITON :  THOR/DR. DONALD BLAK :  GORGON [INHUMAN] :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  SETH II :  ENCHANTRESS/AMORA/HE :  KARNAK [INHUMAN] :  VIZIER :  KARNILLA [ASGARDIAN] :  ODIN [ASGARDIAN]
DD:Y 2,PAGE  KAREN :  DAREDEVIL/MATT MURDO :  NELSON  FRANKLIN FOG :  FIXER/SWEENEY :  SLADE
DD:Y 1,ABSORBING MAN/CARL C :  DAREDEVIL/MATT MURDO :  NELSON  FRANKLIN FOG :  FIXER/SWEENEY :  SLADE :  MURDOCK  BATTLING JA
CX 16/2,BLACK TOM CASSIDY :  BANSHEE/SEAN CASSIDY
KZ 3/3,ANGEL/WARREN KENNETH :  DAZZLER/BURTRAM WORT :  SOUTHERN  CANDY :  DUNCAN  FRED
T 409,BLOODAXE/JACKIE LUKU :  DR. DOOM/VICTOR VON :  THOR/DR. DONALD BLAK :  STONE  LT. MARCUS :  SAPRISTI  JERRY :  THUNDERSTRIKE/ERIC K :  MASTERSON  KEVIN :  HERCULES [GREEK GOD]
